Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","86.1","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","NORTH","31","2001","CMR_INS_ECAM2_2001","83.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","NORTH","31","2007","CMR_INS_ECAM3_2007","94.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","86.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","90","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","WEST","33","2001","CMR_INS_ECAM2_2001","80.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","WEST","33","2007","CMR_INS_ECAM3_2007","93","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","SOUTH","34","2001","CMR_INS_ECAM2_2001","76.1","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","SOUTH","34","2007","CMR_INS_ECAM3_2007","78.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","77.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","93.1","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","YAOUNDE","37","2007","CMR_INS_ECAM3_2007","81.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Pauvre","YAOUNDE","37","2001","CMR_INS_ECAM2_2001","73.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","ADAMAWA","28","2005","CMR_INS_EESI1_2005","83.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","82.2","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","91.1","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","CAMEROON","27","2001","CMR_INS_ECAM2_2001","84.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","CAMEROON","27","2007","CMR_INS_ECAM3_2007","90.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","CAMEROON","27","2005","CMR_INS_EESI1_2005","87.3","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","76.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","CENTRE (Without YAOUNDE)","39","2005","CMR_INS_EESI1_2005","82.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","87","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","EAST","29","2005","CMR_INS_EESI1_2005","79.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","EAST","29","2001","CMR_INS_ECAM2_2001","78.1","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","EAST","29","2007","CMR_INS_ECAM3_2007","94.3","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","87.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","FAR NORTH","30","2005","CMR_INS_EESI1_2005","91.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","FAR NORTH","30","2007","CMR_INS_ECAM3_2007","92.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","LITTORAL (Without DOUALA)","38","2005","CMR_INS_EESI1_2005","87.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","LITTORAL (Without DOUALA)","38","2001","CMR_INS_ECAM2_2001","77.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","91.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","NORTH","31","2001","CMR_INS_ECAM2_2001","87.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","NORTH","31","2005","CMR_INS_EESI1_2005","92.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","NORTH","31","2007","CMR_INS_ECAM3_2007","94.2","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","NORTHWEST","32","2005","CMR_INS_EESI1_2005","84.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","91.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","86.1","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","WEST","33","2001","CMR_INS_ECAM2_2001","85.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","WEST","33","2005","CMR_INS_EESI1_2005","89","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","WEST","33","2007","CMR_INS_ECAM3_2007","94.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","SOUTH","34","2001","CMR_INS_ECAM2_2001","84.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","SOUTH","34","2005","CMR_INS_EESI1_2005","84.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","SOUTH","34","2007","CMR_INS_ECAM3_2007","80.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","79.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","SOUTHWEST","35","2005","CMR_INS_EESI1_2005","83.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Rural","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","91.2","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","ADAMAWA","28","2005","CMR_INS_EESI1_2005","79.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","84.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","78.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","CAMEROON","27","2001","CMR_INS_ECAM2_2001","79.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","CAMEROON","27","2005","CMR_INS_EESI1_2005","80.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","CAMEROON","27","2007","CMR_INS_ECAM3_2007","84.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","CENTRE (Without YAOUNDE)","39","2005","CMR_INS_EESI1_2005","81.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","85.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","75.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","DOUALA","36","2005","CMR_INS_EESI1_2005","72.2","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","DOUALA","36","2007","CMR_INS_ECAM3_2007","75.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","DOUALA","36","2001","CMR_INS_ECAM2_2001","75.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","EAST","29","2001","CMR_INS_ECAM2_2001","76.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","EAST","29","2007","CMR_INS_ECAM3_2007","90.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","EAST","29","2005","CMR_INS_EESI1_2005","78.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","84.2","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","FAR NORTH","30","2005","CMR_INS_EESI1_2005","88.1","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","FAR NORTH","30","2007","CMR_INS_ECAM3_2007","89.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","LITTORAL (Without DOUALA)","38","2001","CMR_INS_ECAM2_2001","74.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","LITTORAL (Without DOUALA)","38","2005","CMR_INS_EESI1_2005","82.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","85.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","NORTH","31","2001","CMR_INS_ECAM2_2001","84.2","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","NORTH","31","2005","CMR_INS_EESI1_2005","87.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","NORTH","31","2007","CMR_INS_ECAM3_2007","89.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","NORTHWEST","32","2005","CMR_INS_EESI1_2005","83","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","88.1","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","84.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","WEST","33","2001","CMR_INS_ECAM2_2001","81.2","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","WEST","33","2005","CMR_INS_EESI1_2005","83.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","WEST","33","2007","CMR_INS_ECAM3_2007","90.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","SOUTH","34","2005","CMR_INS_EESI1_2005","83.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","SOUTH","34","2001","CMR_INS_ECAM2_2001","82.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","SOUTH","34","2007","CMR_INS_ECAM3_2007","79.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","SOUTHWEST","35","2005","CMR_INS_EESI1_2005","81.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","79.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","85.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","YAOUNDE","37","2007","CMR_INS_ECAM3_2007","75.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","YAOUNDE","37","2001","CMR_INS_ECAM2_2001","71.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Total","YAOUNDE","37","2005","CMR_INS_EESI1_2005","66.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","64.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","71.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","ADAMAWA","28","2005","CMR_INS_EESI1_2005","71.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","CAMEROON","27","2007","CMR_INS_ECAM3_2007","75.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","CAMEROON","27","2001","CMR_INS_ECAM2_2001","73.1","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","CAMEROON","27","2005","CMR_INS_EESI1_2005","70.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","64.2","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","CENTRE (Without YAOUNDE)","39","2005","CMR_INS_EESI1_2005","72.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","73.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","DOUALA","36","2005","CMR_INS_EESI1_2005","72.2","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","DOUALA","36","2001","CMR_INS_ECAM2_2001","75.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","DOUALA","36","2007","CMR_INS_ECAM3_2007","75.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","EAST","29","2001","CMR_INS_ECAM2_2001","69.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","EAST","29","2005","CMR_INS_EESI1_2005","72.3","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","EAST","29","2007","CMR_INS_ECAM3_2007","71.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","72.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","FAR NORTH","30","2005","CMR_INS_EESI1_2005","67.1","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","FAR NORTH","30","2007","CMR_INS_ECAM3_2007","71.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","78.2","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","LITTORAL (Without DOUALA)","38","2001","CMR_INS_ECAM2_2001","70.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","LITTORAL (Without DOUALA)","38","2005","CMR_INS_EESI1_2005","72.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","NORTH","31","2001","CMR_INS_ECAM2_2001","72.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","NORTH","31","2005","CMR_INS_EESI1_2005","64.7","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","NORTH","31","2007","CMR_INS_ECAM3_2007","74","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","80.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","77","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","NORTHWEST","32","2005","CMR_INS_EESI1_2005","77.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","WEST","33","2001","CMR_INS_ECAM2_2001","70.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","WEST","33","2005","CMR_INS_EESI1_2005","73","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","WEST","33","2007","CMR_INS_ECAM3_2007","83.1","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","SOUTH","34","2001","CMR_INS_ECAM2_2001","68.5","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","SOUTH","34","2007","CMR_INS_ECAM3_2007","69.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","SOUTH","34","2005","CMR_INS_EESI1_2005","77.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","70.6","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","79.3","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","SOUTHWEST","35","2005","CMR_INS_EESI1_2005","76.8","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","YAOUNDE","37","2001","CMR_INS_ECAM2_2001","71.4","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","YAOUNDE","37","2005","CMR_INS_EESI1_2005","66.9","#"
"#Taux d'activité au sens élargi","#Pour cent","#Urbain","YAOUNDE","37","2007","CMR_INS_ECAM3_2007","75.9","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","ADAMAWA","28","2005","CMR_INS_EESI1_2005","1.8","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","2.6","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","1.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","CAMEROON","27","2005","CMR_INS_EESI1_2005","5.3","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","CAMEROON","27","2001","CMR_INS_ECAM2_2001","7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","CAMEROON","27","2007","CMR_INS_ECAM3_2007","3.6","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","3.1","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","CENTRE (Without YAOUNDE)","39","2005","CMR_INS_EESI1_2005","4.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","DOUALA","36","2001","CMR_INS_ECAM2_2001","28","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","DOUALA","36","2005","CMR_INS_EESI1_2005","15.4","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","DOUALA","36","2007","CMR_INS_ECAM3_2007","15.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","EAST","29","2005","CMR_INS_EESI1_2005","3.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","EAST","29","2007","CMR_INS_ECAM3_2007","0.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","EAST","29","2001","CMR_INS_ECAM2_2001","2.1","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","FAR NORTH","30","2005","CMR_INS_EESI1_2005","0.3","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","FAR NORTH","30","2007","CMR_INS_ECAM3_2007","0.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","0.9","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","LITTORAL (Without DOUALA)","38","2005","CMR_INS_EESI1_2005","4.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","1.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","LITTORAL (Without DOUALA)","38","2001","CMR_INS_ECAM2_2001","7.4","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","NORTH","31","2001","CMR_INS_ECAM2_2001","2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","NORTH","31","2005","CMR_INS_EESI1_2005","1.1","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","NORTH","31","2007","CMR_INS_ECAM3_2007","0.6","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","NORTHWEST","32","2005","CMR_INS_EESI1_2005","3","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","1.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","0.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","WEST","33","2005","CMR_INS_EESI1_2005","2.6","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","WEST","33","2007","CMR_INS_ECAM3_2007","1.9","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","WEST","33","2001","CMR_INS_ECAM2_2001","5.3","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","SOUTH","34","2001","CMR_INS_ECAM2_2001","3.1","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","SOUTH","34","2005","CMR_INS_EESI1_2005","7.6","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","SOUTH","34","2007","CMR_INS_ECAM3_2007","3.3","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","SOUTHWEST","35","2005","CMR_INS_EESI1_2005","8.3","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","1.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","14.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","YAOUNDE","37","2007","CMR_INS_ECAM3_2007","13.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","YAOUNDE","37","2005","CMR_INS_EESI1_2005","19.5","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin","YAOUNDE","37","2001","CMR_INS_ECAM2_2001","24.1","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","0.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","0.5","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","ADAMAWA","28","2005","CMR_INS_EESI1_2005","0.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","CAMEROON","27","2005","CMR_INS_EESI1_2005","1.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","CAMEROON","27","2007","CMR_INS_ECAM3_2007","0.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","CAMEROON","27","2001","CMR_INS_ECAM2_2001","1.8","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","2.9","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","CENTRE (Without YAOUNDE)","39","2005","CMR_INS_EESI1_2005","3.9","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","1.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","EAST","29","2007","CMR_INS_ECAM3_2007","0.1","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","EAST","29","2001","CMR_INS_ECAM2_2001","0.6","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","EAST","29","2005","CMR_INS_EESI1_2005","1.4","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","FAR NORTH","30","2007","CMR_INS_ECAM3_2007","0.3","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","0.3","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","FAR NORTH","30","2005","CMR_INS_EESI1_2005","0.1","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","0.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","LITTORAL (Without DOUALA)","38","2005","CMR_INS_EESI1_2005","3.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","LITTORAL (Without DOUALA)","38","2001","CMR_INS_ECAM2_2001","2.5","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","NORTH","31","2001","CMR_INS_ECAM2_2001","0.4","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","NORTH","31","2005","CMR_INS_EESI1_2005","0.5","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","NORTH","31","2007","CMR_INS_ECAM3_2007","0","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","0.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","NORTHWEST","32","2005","CMR_INS_EESI1_2005","2.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","0.1","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","WEST","33","2001","CMR_INS_ECAM2_2001","2.1","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","WEST","33","2005","CMR_INS_EESI1_2005","0.9","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","WEST","33","2007","CMR_INS_ECAM3_2007","0.4","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","SOUTH","34","2005","CMR_INS_EESI1_2005","3.9","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","SOUTH","34","2001","CMR_INS_ECAM2_2001","1.9","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","SOUTH","34","2007","CMR_INS_ECAM3_2007","2.5","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","SOUTHWEST","35","2005","CMR_INS_EESI1_2005","5.6","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","0.7","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Rural","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","13.9","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","7.6","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","ADAMAWA","28","2005","CMR_INS_EESI1_2005","6.3","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","5.5","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","CAMEROON","27","2007","CMR_INS_ECAM3_2007","10.1","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","CAMEROON","27","2001","CMR_INS_ECAM2_2001","20.4","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","CAMEROON","27","2005","CMR_INS_EESI1_2005","13.8","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","CENTRE (Without YAOUNDE)","39","2005","CMR_INS_EESI1_2005","9.3","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","4.8","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","12.5","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","DOUALA","36","2001","CMR_INS_ECAM2_2001","28","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","DOUALA","36","2005","CMR_INS_EESI1_2005","15.4","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","DOUALA","36","2007","CMR_INS_ECAM3_2007","15.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","EAST","29","2005","CMR_INS_EESI1_2005","18.4","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","EAST","29","2001","CMR_INS_ECAM2_2001","16.2","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","EAST","29","2007","CMR_INS_ECAM3_2007","5.3","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","12.1","#"
"#Taux de chômage au sens du BIT","#Pour cent","#Féminin Urbain","FAR NORTH","30","2005","CMR_INS_EESI1_2005","3.2","#"
